source,target,weight
TG 46:2,TG 50:3,0.845046191911218
TG 40:2,TG 48:5,0.8450875221705009
TG 52:4;O,TG 52:6;O,0.845117618359511
FA 18:3,FA 22:2,0.8452274493876143
TG 46:0,TG 47:0,0.8454661108627739
DG 51:10,TG 46:3,0.8455215017396336
CE 22:5.1,SM 42:4;O2,0.8456112840759201
TG 43:1,TG 46:1,0.8456541468661342
DG 25:1,DG 27:1,0.8456787514101954
FA 26:1;O,SM 28:1;O2,0.8456794177448504
TG 50:4,TG 51:4,0.8459118142172977
TG 49:4,TG 55:4,0.8459420924867631
FA 16:3,FA 22:6,0.8459615849291358
FA 17:0;O2,FA 20:2,0.8459884399820312
DG 36:3,TG 54:5,0.8460375640540073
TG 56:3,TG 60:1,0.8461753479964335
TG 40:2,TG 42:4,0.8462369398518469
PE O-36:5,PE O-38:6,0.846426667581482
TG 38:2,TG 40:2,0.846649223556068
CE 22:4,SM 40:2;O2,0.8467139746680086
TG 52:2,TG 53:2;O,0.846737916590848
TG 36:0,TG 40:0,0.8467713940032497
FA 16:3,FA 17:2,0.8467735761874573
TG 47:2,TG 51:1,0.8467849371299992
TG 40:3,TG 45:3,0.8469463419209863
LPE O-16:1,LPE O-18:1,0.8470724187795512
TG 50:7,TG 52:9,0.8471225876055127
DG 47:6.1,TG 42:0,0.8471910854232186
TG 40:0,TG 43:1,0.8474499791230954
TG 44:3,TG 48:5,0.8474985433490018
TG 49:4,TG 50:4,0.8476937045932593
TG 56:4,TG 56:5,0.8477039229147864
TG 56:10,TG 56:9,0.8477471559450694
PE O-38:7,PE O-38:8,0.8478302002077072
TG 41:1,TG 42:1,0.8479007049464481
TG 56:8,TG 58:8,0.8480281965114289
TG 40:0,TG 42:2,0.8480521459302979
FA 22:2,FA 22:3,0.8482008316360032
TG 50:6,TG 54:8,0.8483186483839694
FA 18:1,FA 22:4,0.8484274138274814
TG 57:4,TG 60:5,0.8485046408178695
DG 47:8,DG 49:8,0.8486056147963069
TG 43:0,TG 47:0,0.8486102121412153
TG 39:0,TG 41:1,0.8487276117532543
Cer 36:1;O2,Cer 38:1;O2,0.8489218412115008
CE 22:5.1,SM 40:2;O2,0.8490104329320756
DG 30:3,DG 48:12,0.8490520686217093
FA 24:5,FA 24:6,0.8491024666250951
DG 36:3,TG 54:4,0.8491671271431885
TG 50:3,TG 51:4,0.8492634148099968
FA 16:0,FA 22:5,0.8493468659110575
TG 44:4,TG 46:5,0.8494254808336582
TG 45:3,TG 46:2,0.8496296599172886
FA 17:0,FA 18:0,0.8498977926813472
FA 14:1,FA 18:1,0.8500280982713841
FA 16:0,FA 16:2,0.8500804947353474
TG 49:0,TG 49:1,0.8501718864318115
TG 50:5,TG 54:7,0.8501803566575595
TG 42:3,TG 44:3,0.8503964738521355
TG 47:2,TG 51:3,0.8504884146549989
FA 16:3,FA 22:5,0.8505082482702577
TG 51:1,TG 55:2,0.8505095025780737
CE 20:5,PC 32:1;O3,0.8505696141868455
TG 49:1,TG 49:3,0.8506002370254044
TG 47:3,TG 48:5,0.8506204113327186
TG 45:1,TG 46:1,0.8506406129157369
TG 56:3,TG 62:2,0.8507284301103942
PE O-36:5,PE O-40:7,0.850889898499082
DG 43:7,DG 45:6,0.851240167182017
FA 22:2,FA 22:5,0.8512701308318519
TG 52:1,TG 54:3,0.8513210489400178
PC 38:6.1,PC 40:6,0.8517649104421712
TG 38:2,TG 47:3,0.8517868461863801
DG 36:1,TG 52:1,0.8518424543856125
PC O-42:5,PC O-44:7,0.8518673024653147
PE O-37:5,PE O-38:5,0.8521717205138427
TG 54:5,TG 56:4,0.852177826595925
TG 42:2,TG 48:3,0.8523414023137011
PE O-38:5,PE P-36:4,0.8524209251035236
TG 54:4,TG 54:6,0.8525731223093233
TG 56:5,TG 58:7,0.8525807434338688
TG 48:5,TG 52:6,0.8526877713309166
PE P-42:6,SM 42:4;O2,0.852811971774247
DG 32:2,DG 32:3,0.853064662624634
FA 16:0,FA 22:2,0.8532865614400121
DG 36:2,TG 54:2,0.8534051405826419
FA 14:0,FA 16:0,0.8534689376006807
TG 47:3,TG 50:5,0.8536526356721154
TG 55:1,TG 55:2,0.8536905845556175
TG 48:0,TG 50:2,0.8537331190519085
TG 45:1,TG 46:0,0.8538336525463456
DG 34:1,TG 52:2,0.8541163810805196
DG 30:2,TG 42:1,0.8541690911621457
DG 49:8,DG 51:10,0.8542127259256125
TG 52:5,TG 54:4,0.8543049842504534
PC 40:2,SM 42:4;O2,0.8543988860198501
TG 40:0,TG 46:2,0.8544001303043827
FA 16:0,FA 22:4,0.8544844352183855
DG 36:1,TG 54:2,0.8544873120770702
SM 30:1;O2,SM 32:1;O2,0.8545903232365245
TG 52:4;O,TG 52:5;O,0.8546605951190733
DG 31:0.1,SM 28:1;O2,0.8548230291117245
TG 53:5,TG 55:4,0.8548860224819841
FA 18:0,FA 19:0,0.8549182519505436
FA 22:2,FA 22:6,0.8549594089322147
TG 38:1,TG 47:2,0.8551867890546365
PE O-38:8,PE P-38:6,0.855228670006801
FA 17:1,FA 18:1,0.855395445173658
TG 38:2,TG 46:3,0.8554114391058991
NAGly 39:5;O2,TG 52:8,0.8555864137843455
TG 42:4,TG 48:4,0.8557508113166189
PC O-36:5,PC O-38:7,0.8558810376023371
TG 58:11,TG 58:12,0.8560481715132673
TG 40:0,TG 42:1,0.8564128274084231
DG 30:2,TG 46:2,0.8564957097909542
FA 16:0,FA 22:3,0.8565060703138719
DG 49:8,DG 51:11,0.8565237149476743
TG 47:4,TG 48:4,0.8565715371358632
PC 38:5,PC 38:5.1,0.8567011991163181
TG 40:0,TG 40:2,0.8570238168665388
TG 52:3,TG 56:4,0.8571687379472759
TG 46:0,TG 46:1,0.8573413729700121
DG 34:2,DG 34:3,0.8573707063252879
DG 34:1,TG 52:1,0.8573981136614381
FA 20:1,FA 22:3,0.857540740734801
FA 18:1,FA 22:2,0.8575932439531088
TG 40:0,TG 40:1,0.8576023626601661
FA 20:3,FA 22:2,0.8576139167982895
PC O-37:9,PE P-38:6,0.8577894259595606
FA 16:2,FA 22:6,0.8578686026462714
FA 22:2,FA 22:4,0.8579243332861355
DG 30:6,PC O-35:1,0.8579497737033719
TG 40:1,TG 44:1,0.858091764050342
TG 49:0,TG 51:1,0.8581596532548202
TG 58:7,TG 58:8,0.8581904964134632
TG 50:4,TG 52:4,0.85837575971273
PC O-38:4,SM 40:4;O2,0.8584558443331937
CAR 18:0,SM 32:0;O2,0.8584624698535441
TG 49:3,TG 51:1,0.8585027547416667
PC O-40:4,SM 40:4;O2,0.8587459645636539
TG 58:10,TG 60:12,0.8588355089333851
PC O-42:7.1,PC O-44:7,0.8589139598406956
DG 49:8,TG 40:1,0.8589718893642897
PE O-34:3,PE O-36:3,0.8590622224636643
TG 51:4,TG 53:3,0.8590660723206542
PC 34:2,PC 36:2,0.8591596121912563
TG 47:3,TG 48:4,0.8592000929409714
SM 41:1;O2,SM 43:4;O2,0.8592603504283175
TG 49:3,TG 53:3,0.859395880755424
TG 56:8,TG 60:11,0.8594261368345558
TG 40:3,TG 47:4,0.859465780350382
TG 52:6,TG 53:5,0.8594773280571818
FA 17:2,FA 20:2,0.8595502191569044
DG 49:8,TG 42:0,0.8596906301076761
TG 51:2,TG 53:3,0.8598110632582613
FA 16:0;O,FA 18:1;O.1,0.8598159110979621
TG 50:3,TG 52:5,0.8598478482948059
DG 51:8,TG 46:0,0.8598760509580846
FA 16:1,FA 18:1,0.8599619089646463
TG 38:0,TG 40:1,0.8600301742715575
TG 52:7,TG 54:7,0.8600654837808569
FA 18:0,FA 19:1,0.8601183721587686
TG 49:4,TG 51:3,0.8601869598863524
TG 49:4,TG 50:5,0.8604075324526402
TG 58:5,TG 58:6,0.8604800564872341
TG 51:4,TG 55:4,0.8605350655758108
DG 36:2,TG 54:3,0.8605871031048528
TG 49:3,TG 51:5,0.860747237699055
TG 50:3,TG 52:6,0.860948802777619
PC 40:5,PC 40:5.2,0.8610472656270174
TG 58:6,TG 60:7,0.8611881497815989
DG 51:8,TG 46:3,0.8612841026629976
TG 46:2,TG 50:6,0.8613241226989972
TG 51:5,TG 52:5,0.8613806344831567
FA 18:2,FA 20:1,0.8614117385625708
FA 16:2,FA 20:2,0.8616372980168991
DG 49:8,TG 40:2,0.8616738489825667
TG 42:0,TG 42:2,0.8617119068136282
FA 25:0;O,SM 28:1;O2,0.8617429552521626
TG 57:4,TG 59:4,0.8617454807237183
PC 40:4,PC 40:4.1,0.8617879717963655
FA 16:3,FA 18:2,0.8622455255871702
TG 38:1,TG 47:3,0.8623901328637271
TG 40:2,TG 47:3,0.8624018072993112
FA 16:2,FA 24:5,0.8624456897258941
DG 34:1,TG 50:1,0.8626908246276623
PC 34:3,PC 36:6,0.8627249324374999
FA 14:0,FA 20:2,0.8628295104685868
TG 47:4,TG 48:3,0.8629471177539727
TG 56:7,TG 56:9,0.863044196744656
TG 42:2,TG 44:3,0.8633302938847389
DG 51:8,TG 41:1,0.8635844490429928
PC O-37:9,PE P-36:4,0.8636446472413764
TG 52:9,TG 54:9,0.8638040763524794
TG 52:4,TG 54:7,0.8638046487940745
PE P-34:2,PE P-36:2,0.8638106523645496
TG 45:0,TG 49:0,0.8638188958742682
TG 50:5,TG 54:8,0.8638296798799042
TG 50:4,TG 52:7,0.8639805042118173
TG 45:3,TG 48:3,0.8639875931744961
TG 38:1,TG 38:2,0.8640123503540159
DG 50:10,PC O-42:5,0.8641714919044273
PC O-36:5,PC O-38:8,0.8644015064943412
TG 46:2,TG 50:4,0.8644372744571618
TG 58:9,TG 60:11,0.8644451417309826
TG 42:4,TG 46:3,0.8644830326412578
FA 16:2,FA 22:5,0.8647404895104047
TG 52:2,TG 52:3,0.8648874422192175
TG 44:3,TG 48:4,0.8649691181394035
TG 40:2,TG 42:2,0.864992845831522
TG 50:1,TG 54:2,0.8650410433719539
TG 46:2,TG 50:5,0.8650418841176287
TG 43:1,TG 47:2,0.8652272978129146
TG 60:5,TG 62:7,0.8652524105505305
PC 36:2;O3,PC 38:6,0.8652834568098531
FA 20:3,FA 22:6,0.8655449019454442
TG 56:9,TG 58:9,0.8655888027667703
DG 30:2,TG 44:3,0.8657055561754697
TG 60:5,TG 62:5,0.8658035590622104
DG 51:10,TG 42:2,0.8662786221932319
TG 56:7,TG 58:8,0.8665809163726333
TG 41:1,TG 46:2,0.8667270547573344
TG 41:1,TG 46:3,0.8668457859381988
TG 58:3,TG 60:4,0.8669360710704961
PE 34:1,PE 34:2,0.8669622548284478
TG 40:1,TG 41:1,0.867109542472759
DG 34:1,TG 50:2,0.8672283371348932
TG 42:0,TG 44:1,0.8672455892267096
TG 57:3,TG 60:5,0.8673755511012429
TG 44:3,TG 48:3,0.867662717807385
FA 16:3,FA 18:3,0.8676656875473925
DG 49:8,TG 42:1,0.8676701028440127
TG 52:3,TG 54:3,0.8677469321952928
TG 60:10,TG 60:9,0.8679119600670443
TG 53:2;O,TG 54:2,0.8679185429481716
TG 42:4,TG 50:6,0.8680549548471809
Cer 40:0;O2,Cer 42:0;O2,0.8684109495467294
TG 40:2,TG 46:1,0.8684378997852051
TG 56:3,TG 58:1,0.8684430222284731
TG 60:11,TG 60:9,0.8691927837392505
Cer 40:2;O2,Cer 42:3;O2,0.8693745022807414
DG 29:2,NAGly 29:2;O2,0.8694721673859133
FA 26:0;O,SM 28:1;O2,0.8695146773517081
FAHFA 36:4;2O,FAHFA 36:6;2O,0.8695624683081776
FA 17:0;O2,FA 20:1,0.8696371272892068
FA 20:2,FA 24:2,0.8699461102345201
TG 40:1,TG 44:3,0.8702094715443467
DG 47:6.1,TG 40:1,0.8704871792430017
FA 18:1,FA 19:1,0.8705902970079069
TG 50:3,TG 50:5,0.8707231296395174
TG 54:1,TG 56:3,0.8708170315616023
TG 49:1,TG 51:3,0.8709209832903198
FA 16:0,FA 18:2,0.8710070952178868
PE 34:1,PE 36:4,0.8710336468469189
TG 42:4,TG 48:5,0.8712581315463004
TG 57:3,TG 59:4,0.8713667819537743
TG 47:2,TG 48:3,0.8718950416502735
FAHFA 36:3;2O,FAHFA 36:6;2O,0.8721485592072988
TG 56:3,TG 58:5,0.8721776493776301
Cer 42:2;O3,DG 52:9,0.8723087284641525
TG 56:4,TG 58:6,0.8723699750394169
TG 54:9,TG 58:10,0.8723914999421458
TG 53:2,TG 53:3,0.8724508701305235
TG 51:5,TG 53:4,0.8729772023186655
TG 52:5,TG 53:5,0.8732316680448292
AAHFA 34:4;2O,FAHFA 36:6;2O,0.8733268877002476
Hex2Cer 32:1;O2,PC 42:9,0.873511959849491
DG 36:4,TG 54:7,0.8736676849200866
TG 45:3,TG 49:4,0.8738736322069074
TG 40:2,TG 44:1,0.8740424366997133
TG 49:3,TG 50:3,0.8741957179236107
TG 52:7,TG 56:9,0.8742986352518061
TG 52:8,TG 54:9,0.874452994671508
TG 40:2,TG 41:1,0.874502397257232
PC O-35:6,PE O-38:6,0.8745552237619039
PC 36:2;O3,PC 40:6.1,0.8746502707693724
FA 17:0;O2,FA 18:0,0.874765224007077
PE P-42:6,SM 40:2;O2,0.8749518184611398
TG 49:4,TG 53:4,0.8751239627712792
PE O-40:7,PE P-38:6,0.8752669414330804
TG 46:3,TG 47:2,0.8756566138824456
TG 50:6,TG 50:7,0.8758455219994614
TG 46:3,TG 47:4,0.8760320253485645
CE 22:4,CE 22:5.1,0.8761254414866226
PE P-36:3,SM 34:1;O2,0.8761266629877857
TG 56:2,TG 60:1,0.8762989074781073
TG 50:3,TG 52:3,0.876302571409756
TG 57:3,TG 58:3,0.8763430892059825
TG 47:4,TG 49:3,0.876365919754728
PE O-38:7,PE P-36:4,0.8764971134700399
TG 51:3,TG 53:5,0.8765705884804742
DG 48:12,SM 36:1;O2,0.8770286233437881
TG 49:4,TG 51:5,0.8770795433230357
TG 44:0,TG 46:0,0.8771516850359669
FA 16:0,FA 20:2,0.8774768362168798
TG 46:1,TG 47:3,0.8774946373565654
TG 52:4,TG 54:4,0.8775566003601964
TG 51:4,TG 52:5,0.8775930927683161
TG 56:7,TG 58:9,0.8778765517282194
DG 50:10,SM 40:5;O2.1,0.8779303449938215
TG 45:1,TG 47:3,0.8779734664100206
TG 56:7,TG 58:10,0.8781597403755379
PC 36:2;O3,PC 38:6.1,0.8781784718067698
DG 51:10,TG 44:1,0.8783650391445047
TG 56:4,TG 58:5,0.878374731182872
PC 38:4,PC 40:7,0.8783882207265412
FA 22:6,FA 24:5,0.8784725785236859
TG 44:1,TG 46:1,0.87861466125717
DG 36:4,TG 54:5,0.8786791338945467
DG 36:4,TG 52:5,0.8787149249343437
FA 18:3,FA 20:2,0.8787212291752582
FA 18:0,FA 20:1,0.8787240795344623
FA 16:2,FA 18:3,0.8788698745369392
TG 44:3,TG 47:3,0.8788943796411508
DG 36:2,TG 52:2,0.8792170747483499
PC 32:0;O3,PC 36:4,0.8796187021452938
DG 51:8,TG 47:2,0.8796242677321578
TG 54:7,TG 56:9,0.8799965390407561
TG 54:3,TG 56:4,0.8801135539352161
LPC 20:1,LPC 20:1/0:0,0.8802200331191012
TG 40:3,TG 42:4,0.8803241167242374
PC 34:0;O3,PC 38:4,0.8803541794275485
PE O-36:3,PE P-36:2,0.88047884631296
FA 16:1,FA 17:1,0.8804949806860747
FA 20:3,FA 22:3,0.8806971719478214
FA 20:2,FA 22:6,0.880796211460778
PE O-36:5,PE P-38:6,0.8809487209149427
TG 46:3,TG 50:4,0.8816547668846736
TG 46:2,TG 47:2,0.881690655160008
TG 49:3,TG 51:2,0.8820888862063193
FA 14:0,FA 22:2,0.8821752597215742
FA 22:3,FA 22:4,0.8822344506983291
DG 47:6.1,TG 38:0,0.8822751788287369
PE P-38:2,PE P-42:6,0.8822785895805971
TG 45:3,TG 46:3,0.8823679945276769
DG 36:3,TG 52:3,0.8823820347113117
TG 47:4,TG 50:6,0.8835081193406386
FA 20:4,FA 22:5,0.8835703706284526
TG 40:2,TG 48:4,0.8835820763494892
DG 47:8,TG 40:2,0.8842363691323433
TG 47:4,TG 48:5,0.8842874497587893
TG 40:3,TG 47:3,0.8843663595428308
TG 42:1,TG 46:1,0.884422296107521
TG 49:3,TG 53:5,0.8845418927139977
Cer 40:1;O2,Cer 41:1;O2,0.8847308773018386
TG 40:3,TG 46:2,0.8849137990418497
TG 44:0,TG 44:1,0.885539666661149
TG 50:0,TG 50:2,0.8855536846008613
TG 49:3,TG 53:4,0.885603489705068
TG 56:8,TG 58:7,0.8856389596685614
FA 20:1,FA 20:2,0.8860342202723436
TG 54:2,TG 56:3,0.8862155667308513
TG 54:3,TG 56:3,0.8863039141780398
FA 22:5,FA 24:5,0.8865783777503948
TG 51:5,TG 52:6,0.8866108986367075
TG 48:0,TG 52:1,0.8869978150708799
TG 47:4,TG 50:5,0.8869983291788153
PC O-42:5,PC O-42:6,0.8870224186569955
TG 51:1,TG 52:1,0.8871148772246894
TG 44:1,TG 44:3,0.8873081978873114
TG 45:3,TG 47:2,0.8875487632996619
PC 32:1,PI 32:1,0.8875577630321595
DG 36:3,DG 36:4,0.8876363555723311
TG 48:5,TG 52:7,0.8884305177413339
DG 51:8,TG 48:3,0.8884807436270484
TG 42:1,TG 46:2,0.8885670726338984
TG 44:1,TG 46:2,0.8885671530250366
TG 44:1,TG 46:3,0.8886161516998589
FA 16:2,FA 18:2,0.8886448757038556
FA 18:1,FA 18:2,0.8886847469196042
FA 18:1,FA 20:2,0.8891684854521754
TG 40:3,TG 48:3,0.8893538930360911
TG 58:3,TG 60:6,0.8896699108013937
TG 54:1,TG 56:2,0.8897752514847423
AAHFA 34:4;2O,FAHFA 36:4;2O,0.8898110324714094
FA 14:1,FA 17:1,0.8901286293862707
TG 56:1,TG 62:2,0.8902720776971322
PC 40:2,SM 40:2;O2,0.8904302214893492
PC O-36:5,SM 38:5;O2,0.8907101923248495
TG 53:2;O,TG 54:3,0.8908164000317721
TG 52:3,TG 52:4,0.8909109060706702
TG 45:0,TG 47:0,0.8909404640754729
TG 47:2,TG 47:4,0.8910548037324358
TG 38:1,TG 43:1,0.8910638905258044
TG 52:5,TG 54:8,0.8910642988415458
TG 42:0,TG 42:1,0.8911651737350805
TG 52:8,TG 52:9,0.8911898657478846
TG 44:3,TG 46:2,0.8913305909897425
TG 38:1,TG 45:1,0.8915459914315006
TG 52:3,TG 54:4,0.8916575858887571
TG 52:6,TG 54:6,0.8920156620944324
TG 42:1,TG 46:3,0.8920677412064797
FA 22:2,FA 24:2,0.8926637172016167
DG 36:3,TG 52:4,0.8929387169972042
FA 26:0;O,FA 26:1;O,0.8929977701889303
TG 50:0,TG 52:2,0.89300147534774
TG 38:1,TG 41:1,0.8930815226122654
FA 16:3,FA 18:4,0.8933186992307595
TG 42:2,TG 46:3,0.8933430384087878
FA 18:2,FA 22:2,0.8933795921730537
TG 45:1,TG 47:2,0.8934360138500154
PE 36:1,PE 36:3,0.8937046919763675
TG 56:10,TG 58:11,0.8938518845879351
TG 55:2,TG 57:3,0.8941068535959001
TG 56:1,TG 60:1,0.8942251448637359
TG 50:5,TG 52:5,0.8943484765641035
TG 48:3,TG 50:6,0.8943931027337592
TG 41:1,TG 46:1,0.8948038443752887
FA 25:0;O,FA 26:1;O,0.8949794652897272
DG 47:8,TG 40:1,0.8950355943755741
TG 54:5,TG 54:7,0.8952530292747773
TG 49:4,TG 53:5,0.895498016439304
TG 50:2,TG 52:3,0.8955169818763338
TG 40:3,TG 48:4,0.8955778261298075
TG 56:1,TG 56:3,0.8961376773397313
FA 20:2,FA 22:5,0.8962204774079516
FA 12:0,FA 14:0,0.8964158615061835
FAHFA 36:5;2O,FAHFA 36:6;2O,0.896566241698127
TG 40:3,TG 48:5,0.8967741690274269
TG 53:3,TG 53:4,0.896854236439322
TG 46:1,TG 47:2,0.8970701514243653
TG 40:2,TG 40:3,0.8971036027861244
PC 40:2,PE P-38:2,0.8972740238695195
TG 56:3,TG 56:4,0.8975564877885295
FA 16:2,FA 18:4,0.8977028647967464
TG 46:2,TG 47:3,0.897869526040556
DG 34:1,DG 36:1,0.8982622331462178
AAHFA 34:4;2O,FAHFA 36:5;2O,0.8982904306419828
FA 16:0,FA 18:0,0.8985490709106809
TG 58:1,TG 60:1,0.8985551575331194
TG 51:1,TG 51:3,0.898796365511654
AAHFA 34:5;2O,FAHFA 36:4;2O,0.8991493708329549
FA 20:1,FA 22:2,0.8993411353586059
TG 56:2,TG 62:2,0.8993576839754491
TG 54:4,TG 56:4,0.8994571903283328
TG 58:1,TG 62:2,0.8996520724253922
TG 46:2,TG 48:5,0.8996846365286413
PC 40:6,PC 40:6.1,0.8999226208977034
TG 48:3,TG 50:3,0.899956960548765
PE P-36:4,PE P-38:6,0.9002862162723825
FA 16:0,FA 20:1,0.9002962901281302
TG 54:9,TG 56:9,0.9006006890675274
TG 42:2,TG 46:2,0.9011327697958815
TG 38:0,TG 40:0,0.9016752799752188
PC 36:2;O3,PC 40:6,0.9016978708240369
FA 17:2,FA 18:3,0.9017294122880093
TG 40:2,TG 48:3,0.9021188885367496
TG 56:9,TG 58:11,0.9021534657466446
LPC 14:0,LPC 14:0/0:0,0.902449683041084
TG 43:1,TG 45:1,0.9026620907313778
LPC 22:5,LPC 22:5/0:0,0.9027354989902097
TG 54:1,TG 58:1,0.902904184843503
TG 53:4,TG 55:4,0.9032287086998007
AAHFA 34:5;2O,FAHFA 36:3;2O,0.9033503164208806
TG 56:3,TG 60:2,0.9034539401458284
SM 28:1;O2,SM 28:2;O2,0.9034892589740546
TG 47:3,TG 48:3,0.9038134759614038
PC 34:1,PC O-34:2;O,0.9041041876521054
TG 39:0,TG 43:0,0.9041413336764026
TG 41:1,TG 47:3,0.9043076626723636
FA 18:0,FA 18:1,0.9045351343963
TG 50:4,TG 50:6,0.9046313052883466
TG 56:2,TG 58:1,0.9049629859429289
DG 49:8,TG 44:1,0.9056146032305751
DG 34:2,DG 36:3,0.9063893337019191
PE O-36:5,PE O-38:5,0.9064340832162027
TG 56:8,TG 58:9,0.9065787371583808
TG 42:1,TG 42:2,0.9065804077229627
TG 48:5,TG 50:4,0.9065994815874968
TG 52:2,TG 54:3,0.906679158852032
PE O-38:5,PE O-40:7,0.906810621868434
TG 51:3,TG 53:3,0.9070304622322729
TG 54:3,TG 54:4,0.907592152613432
FA 20:2,FA 20:3,0.9077754986346213
TG 40:1,TG 42:3,0.9077798939227643
TG 56:5,TG 58:6,0.9078123998654558
TG 50:6,TG 52:6,0.9081767298099488
TG 42:0,TG 44:0,0.9083187875189213
TG 58:10,TG 60:11,0.908919383158144
TG 58:10,TG 58:11,0.9089197585178271
DG 36:4,TG 54:6,0.9091934410854308
TG 46:3,TG 50:6,0.9095909756114717
DG 34:1,DG 36:2,0.9097232911690446
TG 40:2,TG 42:3,0.9098270734386539
TG 47:2,TG 49:4,0.9098511252583172
AAHFA 34:4;2O,FAHFA 36:3;2O,0.9098688233925245
TG 46:3,TG 50:5,0.9099337538276511
FA 16:2,FA 17:2,0.9099780655226822
TG 58:4,TG 60:5,0.9100533543720096
TG 41:1,TG 45:1,0.9101868045545298
PC 32:0;O3,PC 34:0;O3,0.9103048679591325
PC O-37:9,PE O-38:6,0.9103675751600745
TG 51:3,TG 53:4,0.9107001950903669
TG 45:3,TG 47:4,0.9109127187245889
FA 20:4,FA 22:4,0.9112559040043672
TG 50:2,TG 52:1,0.9112733324834522
TG 50:2,TG 50:3,0.9115187981946018
TG 38:2,TG 40:3,0.9121304907506922
TG 40:2,TG 42:1,0.9121815578014234
TG 49:4,TG 51:4,0.9124010228615661
FA 17:0,FA 17:1,0.9126031215557053
TG 40:2,TG 44:3,0.9128055830686638
TG 52:7,TG 54:8,0.9128159565969797
TG 50:4,TG 52:5,0.9128904307171382
PE O-36:5,PE O-38:7,0.9135861513849679
TG 60:4,TG 60:5,0.9140028302899839
TG 50:0,TG 52:1,0.9141126909713155
DG 36:1,DG 36:2,0.9141771913235144
TG 48:0,TG 50:0,0.9143975167090871
TG 40:1,TG 42:1,0.9146528305051693
TG 52:5;O,TG 52:6;O,0.9147482633939613
TG 50:2,TG 52:2,0.9148214104551075
PC 32:1;O3,PC 36:5.1,0.9149205800964382
FA 20:2,FA 22:4,0.9150029438770217
AAHFA 34:5;2O,FAHFA 36:6;2O,0.915242965674912
PC O-40:8,SM 40:5;O2.1,0.9158823295584526
TG 51:5,TG 53:5,0.9159588139594578
PC 40:2,PC 40:5.1,0.916001999479414
SM 42:1;O2,SM 44:4;O2,0.9163932215947174
TG 54:6,TG 54:8,0.917085188311354
TG 58:10,TG 58:9,0.9174493108294542
DG 51:8,TG 46:2,0.9174792836547784
TG 56:3,TG 58:2,0.9175494734509825
TG 60:10,TG 60:11,0.9176340831668557
TG 40:3,TG 44:3,0.9178397170808529
TG 52:1,TG 52:2,0.918463411533498
TG 40:2,TG 46:2,0.9186369424059843
TG 42:2,TG 44:1,0.9190696926350098
TG 46:3,TG 47:3,0.919801952684671
FA 20:3,FA 20:4,0.9202649595257911
TG 46:1,TG 46:3,0.9208305400919284
TG 48:3,TG 50:4,0.9216060428071038
FA 19:0,FA 19:1,0.9217686589477705
TG 58:6,TG 58:7,0.9217895569103194
DG 36:4,TG 52:4,0.9220677872039651
TG 58:2,TG 60:1,0.9228735730797514
TG 48:3,TG 50:5,0.922913450809671
TG 46:1,TG 48:3,0.923107721703289
CAR 10:0,CAR 12:0,0.9231756831440325
PC 34:2;O3,PC 38:6,0.9234305062121037
TG 58:2,TG 62:2,0.9236427833798618
TG 51:3,TG 51:4,0.9236723496484177
TG 51:4,TG 51:5,0.9241690017523384
TG 60:5,TG 60:6,0.9243618467938662
TG 48:4,TG 50:4,0.9247608909338656
TG 48:4,TG 50:6,0.9248206059142576
AAHFA 34:5;2O,FAHFA 36:5;2O,0.9251705621557624
TG 50:1,TG 50:2,0.9252769772911861
PC O-35:6,PC O-37:9,0.925593924362767
TG 54:1,TG 56:1,0.926102744036794
TG 60:11,TG 60:12,0.9264378303284102
LPC 14:0,LPC 14:0.1,0.9265761909324481
TG 52:6,TG 54:7,0.9272361271829435
TG 50:3,TG 50:4,0.9275281617941323
TG 56:6,TG 56:7,0.927631172991328
TG 40:3,TG 46:3,0.9277327517921927
PE O-38:7,PE O-40:7,0.9281779898583041
TG 47:3,TG 49:3,0.9284690804250565
TG 44:3,TG 46:3,0.9287225267517187
FA 22:4,FA 22:5,0.929273605721983
FA 18:1,FA 20:1,0.9293353908846966
FA 17:2,FA 18:2,0.9293384722633824
TG 52:4,TG 54:6,0.929573136271434
PE O-34:3,PE P-34:2,0.9296299623198129
TG 47:4,TG 49:4,0.9299174210432145
TG 58:3,TG 58:4,0.9300336742942775
TG 52:5,TG 54:5,0.9303428924318375
PC O-38:8,SM 38:5;O2,0.930604500507773
TG 54:8,TG 56:9,0.9313408083223814
TG 41:1,TG 43:1,0.9319064570934438
TG 45:3,TG 47:3,0.9320793080181543
TG 49:3,TG 51:4,0.9321288706632366
TG 52:6,TG 54:8,0.9325392396353221
TG 54:1,TG 54:2,0.9328105738424995
TG 41:1,TG 47:2,0.9334683400393231
TG 52:2,TG 54:2,0.9335159326382981
FA 17:0,FA 19:1,0.9337149802164758
TG 56:5,TG 56:6,0.9337290070368991
TG 48:0,TG 50:1,0.9338900040396106
TG 50:7,TG 52:8,0.9342447377152948
TG 40:2,TG 46:3,0.934245612982291
TG 50:4,TG 52:6,0.9345042414462602
FA 17:0;O2,FA 18:1,0.9345369844648684
TG 50:1,TG 52:2,0.9346278451907669
TG 52:6,TG 52:7,0.9346748517601355
TG 58:3,TG 60:5,0.9347409125165683
TG 56:6,TG 58:6,0.934916231188329
FA 16:2,FA 16:3,0.9354834029429863
PC 34:2;O3,PC 36:2;O3,0.9357268593418109
