Sample_Name	Euryarchaeota	Actinobacteria	Bacteroidetes	Candidatus_Saccharibacteria	Deinococcus_Thermus	Firmicutes	Fusobacteria	Lentisphaerae	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Verrucomicrobia	Apicomplexa	Ascomycota	Basidiomycota	Eukaryota_unclassified
LCC11161001	0.0	0.12823879111174113	0.33387501958205357	0.0	0.0	0.5045522988827457	0.0	0.0	0.03333389042345963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10821001	0.0	0.11476800266898939	0.4812402338478239	0.0	0.0	0.1983988495332916	0.0	0.0	0.2055929139498952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11141001	0.0	0.016998932654313535	0.45347431322665976	0.0	0.0	0.066298399155891	0.0	0.0	0.46322835496313564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11031001	0.0	0.36064310963271345	0.46954229251626367	0.0	0.0	0.15984844308898682	0.0	0.0	0.005031585213930568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004934569548105438
LCC11391001	0.0	0.06306818204585807	0.5031843439311836	0.0	0.0	0.3947641800326899	0.0	0.0	0.03898329399026835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11481001	0.0	0.1216754053747818	0.59156882622555	0.0	0.0	0.1352567515670013	0.00025679668941839184	0.0	0.14898369275845375	0.0	0.0	0.0	0.0022585273847949487	0.0	0.0	0.0	0.0
LCC11321001	0.0	0.518274187160498	0.0805891368382262	0.0	0.0	0.24702880543874084	8.03113516891156e-05	0.0	0.15402755921084582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11451001	0.0	0.08545724265585686	0.057102360193326096	0.0	0.0	0.3412465942410605	4.210674480876467e-05	0.0	0.5161516961649476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11211001	0.0	0.26870842687084273	0.5511820551182055	0.0	0.0	0.14322101432210144	0.0	0.0	0.03688850368885037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11521001	0.0	0.009521793821056203	0.2196653247232805	0.0	0.0	0.1633067046133432	0.0	0.0	0.6075061768423202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11061001	0.0	0.11260983653600704	0.2866196663708144	0.0	0.0	0.15977330223949868	0.012425191318746788	0.0	0.42857200353493313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11351001	0.0	0.0209658653484374	0.525195674656695	0.0	0.0	0.4102435067754129	0.0	0.0	0.04359495321945468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11051001	0.0	0.27726365701432193	0.20198023031089551	0.0	0.0	0.23582636384063316	0.0	0.0	0.2849297488341494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11361001	0.0	0.06213564090174696	0.5915483622584015	0.0	0.0	0.20678760930517243	0.0	0.0	0.1395283875346792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10831001	0.0	0.5588123	0.18969060000000001	0.0	0.0	0.2151962	0.0	0.0	0.036300900000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11331001	0.0	0.22283927683938273	0.38992740997589276	0.0	0.0	0.20056647575017714	0.0	0.0	0.18666683743454746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10961001	0.0	0.5035588864641468	0.3922903753144188	0.0	0.0	0.04567651810316442	0.0	0.0	0.05847422011827016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11271001	0.0	0.3654643476666004	0.0	0.0	0.0	0.02567582848079021	0.0	0.0	0.6088598238526093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10971001	0.0	0.09053804870132101	0.6626561747069214	0.0	0.0	0.11224162201903211	0.001639794058033	0.0	0.04826746622338825	0.0	0.0	0.0	0.08465689429130419	0.0	0.0	0.0	0.0
LCC11191001	0.0	0.35580810932149215	0.466921809622097	0.0	0.0	0.11309833071619611	0.00030743569328399017	0.0	0.06386431464693049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11531001	0.0	0.4774353654681198	0.10352295544198879	0.0	0.0	0.15457132069379034	0.0	0.0	0.26447035839610117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11221001	0.0	0.2886878905135463	0.44181528488854827	0.0	0.0	0.14440355417418707	0.0001725152198096355	0.0	0.12492075520390859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11201001	0.0	0.4124113482628987	0.24561064892546217	0.0	0.0	0.11487615549330817	0.0	0.0	0.2271018473183309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11281001	0.0	0.19903793147352922	0.023106554313475587	0.0	0.0	0.683813360829592	0.0	0.0	0.09404215338340323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11151001	0.0	0.42247153521541025	0.3225268680485564	0.0	0.0	0.09601612608320101	0.0	0.0	0.15898547065283236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11041001	0.0	0.05475619668408554	0.7579672295947132	0.0	0.0	0.13395472908301653	0.0	0.0	0.05332184463818467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11071001	0.0	0.024487085155703518	0.5407157955364502	0.0	0.0	0.21685795895849197	0.0	0.0	0.21707024700413258	0.0	0.0	0.0	0.0	0.0	0.000868913345221618	0.0	0.0
LCC11461001	0.0	0.14547590036329436	0.5481708737910843	0.0	0.0	0.26559746277993945	2.980454839485935e-05	0.0	0.04072595851728693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11131001	0.0	0.2880012220621839	0.4896212747661165	0.0	0.0	0.17618473306604554	0.0	0.0	0.046151354442250055	0.0	4.141566340389908e-05	0.0	0.0	0.0	0.0	0.0	0.0
LCC10891001	0.0	0.14355995219559123	0.7493938183726518	0.0	0.0	0.08978239272287998	0.0	0.0	0.015848587766588148	0.0	0.0	0.0	0.0	0.001415248942288948	0.0	0.0	0.0
LCC10921001	0.0	0.3330769709247023	0.1604944347993793	0.0	0.0	0.22147693782892908	0.0	0.0	0.2748657077626703	0.010085948684319083	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11001001	0.0	0.25466388252083927	0.0	0.0	0.0	0.497107185630174	0.0	0.0	0.24822893184898678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10951001	0.0	0.3850426418065223	0.25681604573877803	0.0	0.0	0.19084988143678408	0.0	0.0	0.1672914310179155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11571001	0.0	0.21277222361971213	0.5852120984840258	0.0	0.0	0.05949526143846615	0.0	0.0	0.14252041645779603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10811001	0.0	0.27956029805815363	0.40883027459800086	0.0	0.0	0.28819151620734507	0.0	0.0	0.023417911136500616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10901001	0.0	0.03862684826829584	0.620311998256069	0.0	0.0	0.09770139060125292	0.021488028597202467	0.0	0.18243295743858592	0.0	0.0	0.0	0.03943877683859398	0.0	0.0	0.0	0.0
LCC11181001	0.0	0.24469768116376878	0.5712178265848548	0.0	0.0	0.12062489060913832	5.940861424906477e-05	0.0	0.06340019302798906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10841001	0.0	0.11581244528957926	0.08971836425650385	0.0	0.0	0.38184047129174165	0.00016620758318276727	0.0	0.41246251157899244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11491001	0.0	0.25459778495490343	0.19217024503625907	0.0	0.0	0.06748271974784091	0.0	0.0	0.4857492502609966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC11101001	0.0	0.15520526975555662	0.6295472534271893	0.0	0.0	0.13047014367677548	0.0	0.0	0.08367293846326919	0.0	0.0	0.0	0.001104394677209392	0.0	0.0	0.0	0.0
LCC10281001	0.0	0.41353589954013303	0.35997214435800823	0.0	0.0	0.14529914617111428	0.0	0.0	0.0811928099307445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10191001	0.0	0.04456545366459348	0.6260924718901046	0.0	0.0	0.18756406842307055	2.9577753999712755e-05	0.0	0.1417484282682315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10161001	0.0	0.18589328174601744	0.4291938840656031	0.0	0.0	0.159881804449927	0.0	0.0	0.2250310297384525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10201001	0.0	0.23074235532615464	0.3924360922268853	0.0	0.0	0.09827856958036771	0.0	0.0	0.27854298286659235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10401001	0.0	0.061065135128563985	0.395585545677033	0.0	0.0	0.041085213211342154	0.0	0.0	0.5017557477320352	0.0005083582510256696	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10471001	0.0	0.0430289125953051	0.5390790303323468	0.0	0.0	0.15420589839074425	0.0	0.0	0.26368615868160394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10741001	0.0	0.2097835515454353	0.3416846949322738	0.0	0.0	0.23784609533379603	1.8645609024233915e-05	0.0	0.21066701257947065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10561001	0.0	0.24364009428703717	0.4804056110227854	0.0	0.0	0.14869130034358327	0.0	0.0	0.12726299434659427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10461001	0.0	0.429098045698728	0.0002772744026896204	0.0	0.0	0.3123849535243198	0.0	0.0	0.2582397263742627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10691001	0.0	0.25962321189163734	0.427442900632306	0.0	0.0	0.17739936736368664	0.0	0.0	0.13553452011237013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10771001	0.0	0.6069493649630365	0.26096772142032737	0.0	0.0	0.08609286403706842	0.0	0.0	0.04599004957956776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10361001	0.0	0.5895468418076237	0.0322631963057707	0.0	0.0	0.2508780005720265	0.0	0.0	0.127311961314579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10331001	0.0	0.33742324655257083	0.0012430717296536724	0.0	0.0	0.5141919107735387	0.00028991992663904574	0.0	0.1468518510175979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10711001	0.0	0.05819590755832427	0.4654036980511764	0.0	0.0	0.2066386533101032	0.0033561807185622035	0.0	0.2664055603618341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10511001	0.0	0.38092012695163213	5.166192077212135e-05	0.0	0.0	0.2612527251914481	7.337198864523093e-05	0.0	0.35770211394750234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10421001	0.0	0.12257254725565389	0.4681669646174436	0.0	0.0	0.1993447442514444	0.0	0.0	0.2099157438754581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10311001	0.0	0.28609945125239217	0.3437532443273676	0.0	0.0	0.13770478597131447	0.0	0.0	0.2324425184489258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10341001	0.0	0.2904539031156036	0.02891762355650027	0.0	0.0	0.5253190363594449	0.0004943338594198773	0.0	0.15481510310903132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10801001	0.0	0.05887839555876661	0.7288983468158337	0.0	0.0	0.13685384056313296	0.0	0.0	0.0753694170622668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10491001	0.0	0.10323100954089028	0.7394909611501385	0.0	0.0	0.09788777137926984	0.0	0.0	0.0593902579297014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10531001	0.0	0.3701356349721975	0.29685007796147883	0.0	0.0	0.2212278300668363	0.0	0.0	0.11178645699948747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10111001	0.0	0.4785306857814871	0.21435872252300628	0.0	0.0	0.14976863785703962	0.0	0.0	0.15734195383846705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10451001	0.0	0.11529389839845373	0.3531174584720534	0.0	0.0	0.08370505509569084	0.00034549906398978925	0.0	0.4475380889698123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10371001	0.0	0.4901175891174057	0.31735863605149034	0.0	0.0	0.10739106293890041	0.0	0.0	0.08513271189220349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10731001	0.0	0.6627649869964681	0.003958130045776091	0.0	0.0	0.0796277131252252	0.0	0.0	0.25364916983253044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10231001	0.0	0.5337455376307362	0.34180421444372344	0.0	0.0	0.10473529468914705	0.0	0.0	0.01971495323639334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10271001	0.0	0.890970509042459	0.004436323186925818	0.0	0.0	0.08481064759532773	0.00013387764317851904	0.0	0.015381554955251184	0.0	0.0	0.0	0.0039662825588382255	0.0	0.0003008050180194478	0.0	0.0
LCC10211001	0.0	0.047169093436598336	0.2488898016354448	0.0	0.0	0.06523665015178433	0.03595688659737232	0.0	0.6027475681788002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10631001	0.0	0.0730821267714602	0.30152743486673167	0.0	0.0	0.4633089003389283	0.07609672162943588	0.0	0.08598481639344403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10071001	0.0	0.1291790072142779	0.5331467644722232	0.0	0.0	0.11119102064070102	0.0009892714794179564	0.0	0.22549393619337993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10121001	0.0	0.016417366363768705	0.48045490036610033	0.0	0.0	0.09312999507936186	0.0	0.0	0.4099977381907692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10021001	0.0	0.19392045379465603	0.22869754270642262	0.0	0.0	0.09524680450126755	2.6227895990173763e-05	0.0	0.38246078529123567	0.0	0.0	0.0	0.09964818581042797	0.0	0.0	0.0	0.0
LCC10181001	0.0	0.25116751084076094	0.5786181024066144	0.0	0.0	0.119502979175949	0.0025278675550756886	0.0	0.04729473726463969	0.0008888027569602429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10661001	0.0	0.4207902080629921	0.0036008217535476615	0.0	0.0	0.1390477273359614	3.384967309954376e-05	0.0	0.4365273931743992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10101001	0.0	0.17359918982489464	0.5486700577717911	0.0	0.0	0.06309407304725458	0.0	0.0	0.21463667935605948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10751001	0.0	0.5283964454359129	0.3002745097411651	0.0	0.0	0.07662788497275705	0.0	0.0	0.09447921963459777	0.00022194021556706068	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10541001	0.0	0.09895663912725307	0.6816195919941648	0.0	0.0	0.13818880042507442	0.0	0.0	0.08123496845350768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10701001	0.0	0.8078106015551059	0.0023375187949958836	0.0	5.210741944516915e-06	0.1131654906589935	0.0009058674457393911	0.0	0.07577531080322084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10551001	0.0	0.477951002628831	0.21784120449716665	0.0	0.0	0.16476693095245684	4.7090121073710775e-05	0.0	0.13939377180047174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10441001	0.0	0.34102107104489293	0.5049800703108783	0.0	0.0	0.09359747852851977	4.804022888767021e-05	0.0	0.015179311155161327	0.044909707388967504	0.0	0.0	0.0002643213426923697	0.0	0.0	0.0	0.0
LCC10381001	0.0	0.2593146265093278	0.16537612774921845	0.0	0.0	0.36380153431037093	0.0	0.0	0.21150771143108274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10041001	0.0	0.2549856363351335	0.00022400085395271333	0.0	0.0	0.417899297117898	0.0	0.0	0.3268910656930158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10011001	0.0	0.00012010801700962115	0.009147959943274529	0.0	0.0	0.019744835630975635	0.0	0.0	0.9709870964087401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10501001	0.0	0.05429650865945597	0.2442152441460283	0.0	0.0	0.38271740500447554	0.010547616860463873	0.0	0.30822322532957624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10391001	0.0	0.4759803689773098	0.22845348191379633	0.0	0.0	0.24973471590959184	0.0	0.0	0.04583143319930209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10431001	0.0	0.5104849322437257	0.13730421362457845	0.0	0.0	0.13049236466155484	0.0	0.0	0.22171848947014103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10651001	0.0	0.29262776239980076	0.5292442298185177	0.0	0.0	0.06060842282073537	0.0	0.0	0.11751958496094633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10641001	0.0	0.3236616969109966	0.4102759221806841	0.0	0.0	0.14302377607699737	0.0	0.0	0.12303860483132191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10681001	0.0	0.4504105681724233	0.38045611162339665	0.0	0.0	0.09642159031328446	0.0	0.0	0.07271172989089553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10791001	0.0	0.1295756193909991	0.3824885950044063	0.0	0.0	0.23794896897999296	0.0	0.0	0.24998681662460162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10091001	0.0	0.2828087597712703	0.48657481124163415	0.0	0.0	0.13995167485690196	0.0	0.0	0.09066475413019356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10261001	0.0	0.28955333620258	0.09278762281651635	0.0	0.0	0.32991043568094874	0.0	0.0	0.28768828078653425	0.0	0.0	0.0	0.0	0.0	6.032451342057916e-05	0.0	0.0
LCC10081001	0.0	0.6343983647751517	0.18217725855962927	0.0	0.0	0.10125628833596537	0.0	0.0	0.0821680883292538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10321001	0.0	0.13085657394484815	0.7264972047098834	0.0	0.0	0.0853446789226302	0.0	0.0	0.05671902321253828	0.0	0.0	0.0	0.0005825192100999397	0.0	0.0	0.0	0.0
LCC10481001	0.0	0.09695870732529473	0.8240554110932446	0.0	0.0	0.044552857046947565	0.0	0.0	0.03443302453451302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10251001	0.0	0.5755053500205168	0.06787333322998493	0.0	0.0	0.040941790903588904	0.004147962449091677	0.0	0.31153156339681776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10151001	0.0	0.3697898017251406	7.570422481468386e-05	0.0	0.0	0.5240986185912279	0.0	0.0	0.10603587545881694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10171001	0.0	0.11653031606874077	0.5330343955206208	0.0	0.0	0.3150812459898117	2.1427911776556962e-05	0.0	0.035332614509050335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10721001	0.0	0.5348531024728675	0.12419147472395424	0.0	0.0	0.16508256208629457	0.00524157439200414	0.0	0.1706312863248794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCC10601001	0.0	0.39251953421273017	0.034945806626850165	0.0	0.0	0.056566560475715094	0.0001004241841138186	0.0	0.5154155143603065	0.0	0.0	0.0	0.0004521601402842406	0.0	0.0	0.0	0.0
