	Bile acids and derivatives [ST04]	Ceramides [SP02]	Diradylglycerols [GL02]	Fatty Acids and Conjugates [FA01]	Fatty amides [FA08]	Fatty esters [FA07]	Glycerophosphocholines [GP01]	Glycerophosphoethanolamines [GP02]	Glycerophosphoglycerols [GP04]	Glycerophosphoinositols [GP06]	Glycerophosphoserines [GP03]	Monoradylglycerols [GL01]	Neutral glycosphingolipids [SP05]	Oxidized glycerophospholipids [GP20]	Phosphosphingolipids [SP03]	Steroid conjugates [ST05]	Sterols [ST01]	Triradylglycerols [GL03]
LCC20601001	4.063183149486097	192.21531190015602	341.7439995458861	365.02031269456245	32.88077678196639	197.35553412537726	732.9982847822528	408.28096391689803	7.146834507431468	181.03485472536053	14.922079577813895	36.177364599440935	118.86629485900501	10.791186644779962	357.6859902832547	1.006938788122365	99.0616714311177	1543.3191996406554
LCC20291001	7.056887419265065	236.10774955439894	430.3745725704628	609.8606404417205	29.21645035428607	193.7505810367703	1033.9775596735249	577.8985416964258	8.308827460251637	348.9569770895648	17.81880376800794	36.97877690662236	127.77167126873509	9.351709502046056	333.428819397087	9.741905583071825	113.5717010607127	1714.931916733558
LCC20401001	5.680656949043382	223.18073223821244	450.16363696585034	596.5374480598438	31.365500233088742	175.71408747300742	712.1865163628812	413.4203204084914	9.483839710603483	284.8371413357577	41.10574069574365	36.199324798549746	134.99817309425816	6.199807807943898e-05	359.30312604655103	0.0001659862235245	72.63131107623704	1808.787114448918
LCC20721001	7.33170454886065	214.32580087672818	513.159866903992	604.1825647998639	30.483365434455862	155.22246491216436	991.2167816592712	491.44228562957767	10.211405813503427	198.34964467319864	23.061784320532997	36.88778141853497	167.7853366550464	8.879864835851958	383.85044862195076	1.1696589607730865	89.91502961912111	2324.9285793125796
LCC20261001	5.818833601304298	182.85414313661033	490.73313788528685	523.8076904052359	28.72863554426445	158.88779508642634	901.5377590091025	423.29483695503194	9.934031969773384	199.97528475944426	45.715597852734305	39.263559013477334	122.59134125664605	10.198199301786238	361.85445248306263	20.824306028085072	89.30409648672565	2102.9985768577762
LCC20541001	7.108171710758381	204.80091425765264	476.8062541017805	612.4982276199814	39.03636275349323	136.02256783042438	701.5968504747232	399.9795359991766	9.596193108416417	197.840682420932	22.77840333628458	38.50197239751874	79.81455752384524	8.821014167918966	306.10957991423834	13.33678929148538	82.74684012722753	1850.4415511359337
LCC20051001	0.0294875375663554	112.19927323743893	299.0643231626046	207.2744526830937	35.57231338812405	72.8114381576379	743.7289645241054	323.0696728012664	8.425147480789562	280.84008997631406	16.799499646268018	30.292966247695905	73.7924145724794	9.107048491549698	246.31626113763292	0.0368457798457927	82.35669950806506	1387.2481178575335
LCC20221001	0.0294875375663554	119.70273129353298	323.9948801630675	220.74683657110617	34.44114808734837	82.37654892447134	895.439019563097	368.1019326012656	8.58729197715453	316.1189032223875	17.040379287590422	30.82590491033565	80.94380872095833	9.247692144458895	285.82030392283394	0.663340337558835	96.38696865361499	1457.5092071369804
LCC20351001	5.270391720081312	157.02046820519314	418.2241291977461	450.524833552434	40.506396097167126	98.51518613053257	764.9904724270409	457.7476040017413	7.763853165735882	202.67922562402293	17.07221972122519	38.5857043044018	94.04707787647031	8.858458928691086	311.1166598950622	6.2353209466357145	109.9170902608996	1745.1268190532105
LCC20571001	7.377730687204663	194.15275981468852	357.236485020815	764.1173710799228	37.9631674823109	130.07110830330973	585.7642751712899	359.8772841973854	7.51945471372291	156.3682141508622	22.095749152341664	31.685825774884478	105.9779914108042	7.662005901294188	309.3428170355773	1.1999928000575994e-05	100.6552338504186	1460.9856818237013
